workshop.number,noc,participant.id,trend.1,effect.1,trend.2,effect.2,trend.3,effect.3,trend.4,effect.4,trend.5,effect.5,absolute,share,comfort,missing.q,add.notes
6,Instructors of persons with disabilities,14,Labour shortages,up,Aging boomers,up,Inclusive culture,up,,,,,more,increase,6,,
6,"Labourers in food, beverage and associated products processing",14,Automation,down,Globalization,up,SME grwoth,up,Local food,up,Carbon reduction,up,same,remain constant,5,,
6,Medical administrative assistants,14,Technology change,down,Health care costs,down,,,,,,,fewer,decrease,7,,
6,"Operators and attendants in amusement, recreation and sport",14,2,down,4 + Tech detox,up,AI lay offs,up,Population growth,up,Health outcomes demand,down,same,remain constant,5,,
6,Paramedical occupations,14,Replacing functions of doctors,up,Health care costs,both,Aging population,up,Tech change,down,,,more,increase,6,,
6,Plastics processing machine operators,14,Automation,down,1,down,Shift from plastics,down,,,,,fewer,decrease,7,,
6,Registered nurses and registered psychiatric nurses,14,Nurse's taking on more Dr's roles,up,Heath care costs,both,Aging ,up,,,,,more,increase,7,,
6,"Senior managers - financial, communications and other business services",14,SME growth,up,Govenrment decent,up,Creative destruction?,up,Tech change oversight,up,Boomers retiring,up,more,increase,6,,
6,"Steamfitters, pipefitters and sprinkler system installers",14,Public sector safety,up,Infra refit,up,Public funding,both,Demographics,up,,,same,remain constant,5,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",14,Federal waste management regulation,up,Oil and gas / pioline,up,Mining growth,up,Automation,down,Environ. mangement,up,more,increase,7,,
6,Underground production and development miners,14,Digitalization,down,Remote operators,down,Increased mining,up,Automation,down,,,same,remain constant,7,,
6,Computer network technicians,15,1 + automation,down,5G networks,up,,,,,,,more,increase,7,,
6,Court clerks,15,More litigous sources,up,Automation,down,Globalization,up,,,,,same,remain constant,7,,
6,Electrical mechanics,15,18,up,More electrical equiptment,up,1 + robotics,down,,,,,same,remain constant,7,,
6,Financial managers,15,Automation,down,28 + DIY,down,,,,,,,fewer,decrease,6,,
6,Fish and seafood plant workers,15,Trade agreement,down,Automation,down,Boutique plants,up,Tourism/craft,up,,,fewer,decrease,7,,
6,Fishermen/women,15,Consolidation,down,Limited by resources,down,Gov regulation,down,Handling corporations,up,Tourism/niche,up,same,remain constant,7,,
6,Forestry technologists and technicians,15,Climate change,up,18,up,Automation,down,Technology,down,,,more,increase,7,,
6,Furniture and fixture assemblers and inspectors,15,Globalization,down,Craft,up,Automation,down,,,,,fewer,decrease,6,,
6,Industrial and manufacturing engineers,15,Move to robotics,up,more eng + less line,up,Increased tech jobs,up,1,down,,,more,increase,7,,
6,Instructors of persons with disabilities,15,More in programs,up,Gov funds dependent,down,Aging workforce,up,,,,,same,remain constant,5,,
6,"Labourers in food, beverage and associated products processing",15,Craft production,up,Consolidation,down,Automation,down,,,,,more,increase,7,,
6,Medical administrative assistants,15,Automation,down,Personal care use,up,Gov funding,down,,,,,fewer,decrease,6,,
6,"Operators and attendants in amusement, recreation and sport",15,1,down,Incre? share lifestyle,up,Aging workforce,up,,,,,fewer,decrease,5,,
6,Paramedical occupations,15,Greater distances to hospitals,up,Agining,up,More responsibility,up,,,,,more,increase,7,,
6,Plastics processing machine operators,15,Environmental concerns,down,Consumer preferences,down,Automation,down,,,,,fewer,decrease,7,,
6,Registered nurses and registered psychiatric nurses,15,Aging demographics,up,Gov funds,down,28,up,13,down,,,more,increase,7,,
6,"Senior managers - financial, communications and other business services",15,Globalization,up,More entrepreners ,up,Companies getting bigger,down,,,,,more,increase,7,,
6,"Steamfitters, pipefitters and sprinkler system installers",15,1,down,Some resistance to AI,up,,,,,,,same,remain constant,6,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",15,1 + automation,down,Shift in tasks,up,Global leadership,up,,,,,fewer,decrease,6,,
6,Underground production and development miners,15,1 + automation,down,Scarcer/different deposits,up,,,,,,,more,increase,6,,
6,Computer network technicians,16,New trends,up,New opportunities,up,Wired world,up,1,up,,,more,increase,9,,
6,Court clerks,16,More litigation,up,More legal docs,up,Longer court processes,up,Globalization,up,,,more,increase,7,,
6,Electrical mechanics,16,Electic cars,up,New electric grids,up,Less oil + gas ,up,,,,,more,increase,6,,
6,Financial managers,16,Baby boom effect,down,1,down,New technology,down,,,,,fewer,decrease,8,,
6,Fish and seafood plant workers,16,Increase in Aqua culture?,up,Value added produce?,up,Aging population,down,Immigrant workers,up,,,same,increase,7,,
6,Fishermen/women,16,18,down,Agining,down,Low returns,down,Global warming,down,,,fewer,decrease,9,,
6,Forestry technologists and technicians,16,Technology upgrading,up,Global warming,up,Selective logging,up,,,,,more,increase,7,,
6,Furniture and fixture assemblers and inspectors,16,Disposable Goods ,up,Buy local,up,More offshore,down,,,,,same,increase,8,,
6,Industrial and manufacturing engineers,16,1,down,robotics,down,productive workers,up,,,,,fewer,decrease,7,,
6,Instructors of persons with disabilities,16,Technology / innovation,up,More job opportunities,up,More post secondary students,up,,,,,more,increase,7,,
6,"Labourers in food, beverage and associated products processing",16,Apathy,up,less time,up,Less cooking at home,up,Local supply food,up,,,more,increase,8,,
6,Medical administrative assistants,16,Baby boomers,up,Tipping point on cost,down,Less people,down,,,,,same,remain constant,6,,
6,"Operators and attendants in amusement, recreation and sport",16,Online entertainment,down,Technology upgrades,down,Less youth,down,,,,,same,decrease,6,,
6,Paramedical occupations,16,Baby boomers,up,More health spending,up,No AI option,up,,,,,more,increase,9,,
6,Plastics processing machine operators,16,Dirty industries,down,Carbon footprint,down,Environmental concerns,down,Youth,down,,,fewer,decrease,8,,
6,Registered nurses and registered psychiatric nurses,16,Baby boomers,up,1,down,Taxes,down,,,,,same,remain constant,7,,
6,"Senior managers - financial, communications and other business services",16,New opportunities,up,Global opportunities,up,New technology,up,,,,,more,increase,9,,
6,"Steamfitters, pipefitters and sprinkler system installers",16,Cannot automate,up,Existing building,up,21,up,,,,,more,increase,7,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",16,Less plastics,down,More green power,down,Electric cars,down,Pharma,up,,,same,remain constant,8,,
6,Underground production and development miners,16,Technology innovation,down,1,down,safety concerns,down,,,,,fewer,increase,8,,
6,Computer network technicians,17,1,up,digitization,up,22,up,,,,,more,increase,9,,
6,Court clerks,17,1,down,3,down,,,,,,,fewer,decrease,7,,
6,Electrical mechanics,17,IoT,down,Trade unions,up,5,up,,,,,same,remain constant,8,,
6,Financial managers,17,1,down,3,down,28,down,6,down,,,fewer,remain constant,8,,
6,Fish and seafood plant workers,17,Populations and politics,up,Unions,up,Automation,down,18,down,,,same,remain constant,7,,
6,Fishermen/women,17,Superclusters (government regulations),up,18,down,,,,,,,fewer,decrease,7,,
6,Forestry technologists and technicians,17,IoT,down,18,up,3,down,21,up,,,more,remain constant,7,,
6,Furniture and fixture assemblers and inspectors,17,3,down,Automation,down,,,,,,,fewer,decrease,7,,
6,Industrial and manufacturing engineers,17,2,up,5,down,12,up,programs (ontario + supercluster),up,22,up,same,increase,9,,
6,Instructors of persons with disabilities,17,17,down,1,down,2,down,,,,,fewer,decrease,7,,
6,"Labourers in food, beverage and associated products processing",17,Global markets,down,6,down,3,up,,,,,fewer,decrease,8,,
6,Medical administrative assistants,17,Unions,up,Aging demographies,up,6,down,Provincial funding,down,,,same,decrease,8,,
6,"Operators and attendants in amusement, recreation and sport",17,6,down,Unions,up,Tourism,up,IoT,down,,,same,remain constant,7,,
6,Paramedical occupations,17,Aging demographic,up,Healthcare being efficient (budget),down,Mental illness,up,,,,,fewer,decrease,6,,
6,Plastics processing machine operators,17,5,down,superclusters,up,,,,,,,fewer,decrease,7,,
6,Registered nurses and registered psychiatric nurses,17,13,up,1,up,7,up,Immigration,up,,,more,increase,7,,
6,"Senior managers - financial, communications and other business services",17,Automation,up,13,up,1,up,25,up,,,more,remain constant,8,,
6,"Steamfitters, pipefitters and sprinkler system installers",17,5,up,IoT,down,Marget change,down,Government (infrastructure building),up,,,same,remain constant,6,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",17,Ocean characterization,up,Digitization (oil and gas),up,Regulatoins,up,IoT,up,,,more,increase,8,,
6,Underground production and development miners,17,IoT,down,Renewable markets,down,3,up,,,,,same,remain constant,6,,
6,Computer network technicians,18,1,up,4,down,6,down,7,up,29,up,more,remain constant,6,,
6,Court clerks,18,13,down,9,down,15,up,Tech adoption,down,,,same,remain constant,3,,
6,Electrical mechanics,18,1,up,17,up,30,up,9,down,,,more,increase,6,,
6,Financial managers,18,1,down,15,up,23,up,Globalization,down,,,same,remain constant,6,,
6,Fish and seafood plant workers,18,Demographics,down,Automation,down,12,up,Farming (fish),up,24,up,fewer,decrease,9,,
6,Fishermen/women,18,Climate change,down,1,down,Aging population,down,Regulatory,down,Farming vs. wild,down,fewer,decrease,10,,
6,Forestry technologists and technicians,18,18,down,19,down,15,up,4,down,29,up,fewer,decrease,5,,
6,Furniture and fixture assemblers and inspectors,18,Globalization,down,23,down,,,,,,,fewer,decrease,8,,
6,Industrial and manufacturing engineers,18,2,up,5,down,15,up,11,up,automation,up,more,increase,7,,
6,Instructors of persons with disabilities,18,16,up,15,up,17,up,23,up,30,up,more,increase,5,,
6,"Labourers in food, beverage and associated products processing",18,3,up,13,up,31,up,1,down,12,up,more,increase,6,,
6,Medical administrative assistants,18,2,up,15,up,Aging population,up,25,down,,,same,remain constant,6,,
6,"Operators and attendants in amusement, recreation and sport",18,28,up,13,up,19,up,,,,,more,remain constant,2,,
6,Paramedical occupations,18,Aging population,up,15,up,2,up,Urbanization,up,,,more,increase,9,,
6,Plastics processing machine operators,18,Environmental,down,29,up,automation,down,,,,,fewer,decrease,6,,
6,Registered nurses and registered psychiatric nurses,18,Aging population,up,15,up,18,up,industry disruption,up,rural issues (demand),up,more,increase,8,,
6,"Senior managers - financial, communications and other business services",18,9,down,13,up,15,up,26,down,28,up,same,remain constant,7,,
6,"Steamfitters, pipefitters and sprinkler system installers",18,1,down,13,up,,,,,,,fewer,decrease,2,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",18,13,up,15,up,29,down,21,down,,,more,increase,5,,
6,Underground production and development miners,18,2,down,13,down,Remote operations,down,Safety and responsibility,down,,,fewer,decrease,7,,
6,Computer network technicians,19,Tech disruption,up,3,up,,,,,,,more,increase,4,,
6,Court clerks,19,Digital,up,,,,,,,,,fewer,decrease,4,,
6,Electrical mechanics,19,21,up,Environmental aware,up,,,,,,,same,increase,3,,
6,Financial managers,19,Tech disruption,up,3,up,,,,,,,same,remain constant,4,,
6,Fish and seafood plant workers,19,automation,down,1,down,,,,,,,same,remain constant,2,,
6,Fishermen/women,19,18,down,Tech disruptions,down,Traceability,down,,,,,fewer,decrease,6,,
6,Forestry technologists and technicians,19,Tech disruption,down,Green/preservation,down,,,,,,,fewer,decrease,3,,
6,Furniture and fixture assemblers and inspectors,19,18,down,22,down,,,,,,,fewer,decrease,3,,
6,Industrial and manufacturing engineers,19,1,up,,,,,,,,,more,increase,4,,
6,Instructors of persons with disabilities,19,Tech disruption,down,8,down,,,,,,,same,remain constant,2,,
6,"Labourers in food, beverage and associated products processing",19,Automation,down,18,down,28,up,,,,,same,remain constant,3,,
6,Medical administrative assistants,19,Tech disruption,down,,,,,,,,,more,increase,5,,
6,"Operators and attendants in amusement, recreation and sport",19,Environmental,up,Mental health,up,,,,,,,same,remain constant,3,,
6,Paramedical occupations,19,14,up,2,up,,,,,,,more,increase,4,,
6,Plastics processing machine operators,19,Environmental,down,5,up,18,down,Automation,down,,,same,remain constant,4,,
6,Registered nurses and registered psychiatric nurses,19,Tech isolation,up,1,down,,,,,,,more,increase,4,,
6,"Senior managers - financial, communications and other business services",19,Immigration,up,14 + mental health tech isolation,up,30,up,,,,,more,increase,4,,
6,"Steamfitters, pipefitters and sprinkler system installers",19,Tech disruption,up,Climate change,up,,,,,,,more,remain constant,4,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",19,Climate change,up,Green,down,,,,,,,same,remain constant,4,,
6,Underground production and development miners,19,1,down,automation,down,,,,,,,fewer,decrease,3,,
6,Computer network technicians,20,1,up,hand holding - soft skill,up,,,,,,,more,increase,6,,
6,Court clerks,20,Tasks be more digital,up,Immigration,up,Globalization,up,,,,,more,increase,5,,
6,Electrical mechanics,20,Need for upskilling,up,21,up,,,,,,,more,increase,6,,
6,Financial managers,20,Global,up,3,up,1,up,,,,,fewer,decrease,5,,
6,Fish and seafood plant workers,20,Technology,down,Demographic - aging workforce,down,Image Issue,down,,,,,fewer,decrease,6,,
6,Fishermen/women,20,Climate change,down,Technology,down,Aging population,down,Policy/regulations,none,,,fewer,decrease,6,,
6,Forestry technologists and technicians,20,19,up,Removal of plastics,up,paper minimizing,up,,,,,more,increase,5,,
6,Furniture and fixture assemblers and inspectors,20,Time,down,Online shopping,down,Youtube demos,down,,,,,fewer,decrease,9,,
6,Industrial and manufacturing engineers,20,Quality control,up,12,up,,,,,,,more,increase,5,,
6,Instructors of persons with disabilities,20,Diversity,up,Aging population,up,Technology,up,,,,,more,increase,6,,
6,"Labourers in food, beverage and associated products processing",20,31,up,Technology - automated,up,"Mindful, healthy eating",up,,,,,more,increase,6,,
6,Medical administrative assistants,20,Technology change,down,,,,,,,,,fewer,decrease,6,,
6,"Operators and attendants in amusement, recreation and sport",20,2,up,Demographics,up,4,up,Increasing inequality,up,,,fewer,decrease,7,,
6,Paramedical occupations,20,Aging population,up,Increased skill set,up,Privatization of healthcare,up,,,,,more,increase,7,,
6,Plastics processing machine operators,20,Environmental change,down,"Recycling, reuse",down,30,down,5,down,,,fewer,decrease,7,,
6,Registered nurses and registered psychiatric nurses,20,Aging population,up,mental health increase,up,incousive work places,up,technology,up,,,more,increase,8,,
6,"Senior managers - financial, communications and other business services",20,Demographic change,up,Tech change,up,1,up,,,,,more,increase,5,,
6,"Steamfitters, pipefitters and sprinkler system installers",20,Energy efficiency,up,Technology,up,,,,,,,more,increase,6,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",20,Technological change,up,15,up,Environmental awareness ,up,,,,,more,increase,7,,
6,Underground production and development miners,20,1,up,Environmentally responsible,up,Remote techs,up,Exploration tech,up,,,more,increase,6,,
6,Computer network technicians,21,Contractual work,up,1,up,15,up,Ongoing maintenance,up,,,more,increase,8,,
6,Court clerks,21,Technology,up,Voice recognition technology,up,Automated jury selection,up,,,,,more,increase,7,,
6,Electrical mechanics,21,Robotics,up,21,up,1,up,Changes to come and transform based on shifting roles,up,,,more,increase,7,,
6,Financial managers,21,Individuals managing their own money,up,1 + technology,up,,,,,,,same,remain constant,6,,
6,Fish and seafood plant workers,21,Technology,up,Aqua culture,up,Training,up,Foreign workers,up,Image issue,up,fewer,decrease,8,,
6,Fishermen/women,21,Climate change,up,Aqua culture,up,Food security,up,Export,up,,,fewer,decrease,9,,
6,Forestry technologists and technicians,21,Conservation,up,Global warming,up,1,up,19,up,,,more,increase,8,,
6,Furniture and fixture assemblers and inspectors,21,Online shopping,up,Di it yourself,up,YouTube,up,,,,,fewer,decrease,7,,
6,Industrial and manufacturing engineers,21,AI and robotics,up,Labour market demands,up,"More project management, less specific tasks",up,,,,,more,increase,7,,
6,Instructors of persons with disabilities,21,New technologies for students,up,Inclusive classrooms,up,More students going to post secondary requiring support,up,,,,,more,increase,8,,
6,"Labourers in food, beverage and associated products processing",21,31,,Food security,up,technology,up,knowledge,up,,,more,increase,8,,
6,Medical administrative assistants,21,Technology,up,Office management,up,Reception,down,Consolidation,down,,,fewer,decrease,7,,
6,"Operators and attendants in amusement, recreation and sport",21,Automation,none,,,,,,,,,fewer,decrease,5,,
6,Paramedical occupations,21,Technology,up,Training - mental health,up,More service in site,up,Privatization of healthcare,up,Rural / urban,up,more,increase,7,,
6,Plastics processing machine operators,21,Alternatives to plastic,up,Merging of industries,up,More automation,up,,,,,fewer,decrease,5,,
6,Registered nurses and registered psychiatric nurses,21,Aging population,up,increased mental health issues,up,nurse practitioners for rural areas,up,,,,,more,increase,9,,
6,"Senior managers - financial, communications and other business services",21,Globalization,up,Consolidation of leadership,up,Futurists,up,Design thinking,up,,,same,remain constant,7,,
6,"Steamfitters, pipefitters and sprinkler system installers",21,Energy efficiency,up,Better designs,up,,,,,,,same,remain constant,6,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",21,Technology,up,Growth industry,up,Waste management,up,21,up,,,more,increase,6,,
6,Underground production and development miners,21,1,up,technology,up,ROV,up,Care for employees,up,Environmental shift,up,more,increase,7,,
6,Computer network technicians,22,1,up,9,up,3,up,,,,,same,remain constant,7,,
6,Court clerks,22,1,down,24,up,2,down,,,,,fewer,decrease,7,,
6,Electrical mechanics,22,1,up,2,up,5,up,24,up,,,more,increase,8,,
6,Financial managers,22,3,up,1,down,26,down,,,,,same,decrease,7,,
6,Fish and seafood plant workers,22,1,down,22,down,12,up,,,,,fewer,remain constant,7,,
6,Fishermen/women,22,28,up,13,up,1,down,18,down,,,fewer,remain constant,7,,
6,Forestry technologists and technicians,22,18,up,12,up,21,up,,,,,more,increase,7,,
6,Furniture and fixture assemblers and inspectors,22,1,down,23,down,,,,,,,fewer,decrease,7,,
6,Industrial and manufacturing engineers,22,12,up,mainstream inclusive,up,,,,,,,same,remain constant,6,,
6,Instructors of persons with disabilities,22,13,up,30,down,8,up,,,,,fewer,decrease,8,,
6,"Labourers in food, beverage and associated products processing",22,1,down,28,up,13,up,,,,,same,remain constant,7,,
6,Medical administrative assistants,22,1,up,17,up,30,up,,,,,more,increase,7,,
6,"Operators and attendants in amusement, recreation and sport",22,13,up,4,up,3,up,,,,,more,increase,7,,
6,Paramedical occupations,22,1,up,22,up,14,up,15,up,,,more,increase,7,,
6,Plastics processing machine operators,22,18,down,1,down,27,down,,,,,fewer,decrease,7,,
6,Registered nurses and registered psychiatric nurses,22,12,up,13,up,28,up,,,,,more,increase,7,,
6,"Senior managers - financial, communications and other business services",22,13,up,9,up,,,,,,,same,decrease,7,,
6,"Steamfitters, pipefitters and sprinkler system installers",22,1,up,13,up,17,up,,,,,more,increase,6,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",22,18,up,19,up,1,up,21,up,27,up,more,increase,7,,
6,Underground production and development miners,22,1,up,30,up,12,up,16,up,,,more,increase,8,,
6,Computer network technicians,23,25,up,7,up,1,up,28,up,16,up,more,increase,8,,
6,Court clerks,23,1,down,13,up,15,up,25,up,17,up,fewer,decrease,8,,
6,Electrical mechanics,23,1,down,18,down,21,up,22,up,,,fewer,decrease,8,,
6,Financial managers,23,1,down,3,down,12,up,13,up,23,down,fewer,decrease,8,,
6,Fish and seafood plant workers,23,1,down,13,up,18,down,15,up,,,fewer,decrease,7,,
6,Fishermen/women,23,19,down,1,down,15,down,2,down,17,up,fewer,decrease,9,,
6,Forestry technologists and technicians,23,2,down,19,up,21,down,28,up,23,down,fewer,decrease,10,,
6,Furniture and fixture assemblers and inspectors,23,23,down,27,up,6,down,28,up,22,up,fewer,decrease,9,,
6,Industrial and manufacturing engineers,23,12,down,1,down,23,down,18,down,21,down,fewer,decrease,8,,
6,Instructors of persons with disabilities,23,1,down,2,up,30,up,15,up,8,up,more,increase,8,,
6,"Labourers in food, beverage and associated products processing",23,28,up,18,down,27,down,31,up,,,same,remain constant,8,,
6,Medical administrative assistants,23,1,down,28,up,15,up,13,up,24,down,fewer,decrease,8,,
6,"Operators and attendants in amusement, recreation and sport",23,1,down,2,down,19,down,31,up,13,up,fewer,decrease,7,,
6,Paramedical occupations,23,14,up,13,up,2,up,16,down,30,up,more,increase,8,,
6,Paramedical occupations,23,14,up,13,up,2,up,16,down,30,up,more,increase,8,,
6,Plastics processing machine operators,23,18,down,21,down,23,down,28,up,1,down,fewer,decrease,9,,
6,Registered nurses and registered psychiatric nurses,23,13,up,14,up,15,up,16,up,24,up,more,increase,10,,
6,"Senior managers - financial, communications and other business services",23,24,up,12,up,6,down,1,down,23,down,fewer,decrease,8,,
6,"Steamfitters, pipefitters and sprinkler system installers",23,18,down,21,up,13,up,9,down,24,up,fewer,remain constant,7,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",23,19,up,18,down,21,down,15,up,1,down,fewer,decrease,7,,
6,Underground production and development miners,23,1,down,27,down,18,down,21,down,,,fewer,decrease,8,,
6,Computer network technicians,24,1,down,Soft skills training people to use AI,up,,,,,,,fewer,decrease,7,,
6,Court clerks,24,Immigration courts,up,1,down,,,,,,,more,remain constant,6,,
6,Electrical mechanics,24,Electrical ,up,21,up,Environment - repair/recycle,up,,,,,same,remain constant,6,,
6,Financial managers,24,1,down,3,down,Global delivery centre,up,,,,,fewer,decrease,7,,
6,Fish and seafood plant workers,24,1,down,18,down,Environment - Aquatics?,down,Urbanization,down,Aqua growth?,up,fewer,decrease,8,,
6,Fishermen/women,24,18,down,Demographic - aging,down,28,up,1,down,,,fewer,decrease,7,,
6,Forestry technologists and technicians,24,Plastic ban,up,19,down,"Demographics, immigrants, housing",up,Forest conservation,up,,,more,remain constant,6,,
6,Furniture and fixture assemblers and inspectors,24,6,down,5,down,IKEA - self assembly,down,,,,,fewer,decrease,9,,
6,Industrial and manufacturing engineers,24,5,up,1,up,Offshore products and apple/microsoft),down,,,,,more,increase,8,,
6,Instructors of persons with disabilities,24,Demographics - aging,up,1,down,,,,,,,same,remain constant,7,,
6,"Labourers in food, beverage and associated products processing",24,31,up,6,down,28,up,,,,,fewer,remain constant,7,,
6,Medical administrative assistants,24,Demographics,down,Health care costs,down,,,,,,,fewer,decrease,8,,
6,"Operators and attendants in amusement, recreation and sport",24,2,down,Demographics - youth,down,Equality,up,,,,,fewer,decrease,6,,
6,Paramedical occupations,24,2,up,more immigration,up,,,,,,,more,increase,7,,
6,Plastics processing machine operators,24,Environment - recycle,both,5,up,21,down,1,down,,,fewer,decrease,8,,
6,Registered nurses and registered psychiatric nurses,24,Demographics,up,14,up,Government funding,down,,,,,same,remain constant,7,,
6,"Senior managers - financial, communications and other business services",24,Capitalism,down,28,up,Globalization,down,,,,,same,remain constant,6,,
6,"Steamfitters, pipefitters and sprinkler system installers",24,Needed,up,Climate change,up,,,,,,,same,remain constant,7,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",24,1,down,"Regulation, safety",up,,,,,,,same,remain constant,7,,
6,Underground production and development miners,24,Environment - coal,down,1,down,,,,,,,fewer,decrease,7,,
6,Computer network technicians,25,1,up,2,up,12,down,28,down,25,up,same,remain constant,4,,
6,Court clerks,25,1,up,15,up,18,up,23,up,26,up,same,remain constant,6,,
6,Electrical mechanics,25,1,up,2,up,15,up,,,,,more,increase,8,,
6,Financial managers,25,1,down,3,up,15,up,25,up,23,down,fewer,decrease,7,,
6,Fish and seafood plant workers,25,1,down,13,down,18,down,6,down,,,fewer,decrease,8,,
6,Fishermen/women,25,18,down,27,down,13,down,,,,,fewer,decrease,9,,
6,Forestry technologists and technicians,25,1,down,2,down,18,up,19,up,,,fewer,remain constant,5,,
6,Furniture and fixture assemblers and inspectors,25,23,down,6,down,1,down,5,down,,,fewer,decrease,9,,
6,Industrial and manufacturing engineers,25,1,up,5,up,22,up,27,up,2,up,more,increase,8,,
6,Instructors of persons with disabilities,25,17,up,2,up,,,,,,,same,remain constant,4,,
6,"Labourers in food, beverage and associated products processing",25,6,up,22,up,4,up,1,down,28,up,more,remain constant,7,,
6,Medical administrative assistants,25,1,down,7,up,13,up,22,up,11,up,same,remain constant,7,,
6,"Operators and attendants in amusement, recreation and sport",25,1,down,2,down,16,up,4,up,,,same,remain constant,4,,
6,Paramedical occupations,25,2,up,19,up,14,up,,,,,more,remain constant,5,,
6,Plastics processing machine operators,25,1,down,5,down,Evironmental conscous ,down,,,,,fewer,decrease,8,,
6,Registered nurses and registered psychiatric nurses,25,1,down,13,up,19,up,17,up,,,more,remain constant,8,,
6,"Senior managers - financial, communications and other business services",25,1,down,7,up,21,up,22,up,25,up,more,remain constant,4,,
6,"Steamfitters, pipefitters and sprinkler system installers",25,22,up,21,up,,,,,,,more,increase,7,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",25,18,up,1,up,15,up,21,down,,,same,remain constant,7,,
6,Underground production and development miners,25,1,down,2,down,21,up,automation,down,,,fewer,remain constant,8,,